run_id,commit_hash,date,build_label,hostname,windows_version,os_build,cpu,ram_gb
pr-21980-d99550-4,d99550,2026-08-14T16:23:41,PR 21980,WINDOWS-NODE-01,Windows Server 2022 Standard 21H2,20348.1487,AMD Ryzen 7 PRO 8700GE w/ Radeon 780M Graphics,63
pr-21980-d99550-5,d99550,2026-08-14T17:44:15,PR 21980,WINDOWS-NODE-01,Windows Server 2022 Standard 21H2,20348.1487,AMD Ryzen 7 PRO 8700GE w/ Radeon 780M Graphics,63
