run_id,commit_hash,date,build_label,test_name,metric_id,status,min_cpu,max_cpu,avg_cpu,run_count,all_runs
pr-22057-7ac633-21,7ac633,2026-08-26T14:08:20,PR 22057,test_wallet_swap_first_open_loading_time[fresh_user],test_wallet_swap_first_open_cpu_fresh,passed,8.253125,8.253125,8.253125,1,8.253125
pr-22057-7ac633-21,7ac633,2026-08-26T14:08:20,PR 22057,test_wallet_swap_loading_time[fresh_user],test_wallet_swap_cpu_fresh,passed,15.565624999999999,37.15,23.509999999999998,5,"37.15,15.565624999999999,19.0625,24.240624999999998,21.53125"
pr-22057-7ac633-21,7ac633,2026-08-26T14:08:20,PR 22057,test_status_community_second_open_loading_time[user_data0-user_account0],test_status_community_second_open_cpu_member,passed,7.082291666666666,55.32447916666666,29.756770833333338,5,"21.05208333333334,10.107291666666667,7.082291666666666,55.32447916666666,55.21770833333334"
pr-22057-7ac633-21,7ac633,2026-08-26T14:08:20,PR 22057,test_wallet_account_open_loading_time[wallet_load_alex_user],test_wallet_account_first_open_cpu_wallet_load_alex,passed,48.385416666666664,48.385416666666664,48.385416666666664,1,48.385416666666664
pr-22057-7ac633-21,7ac633,2026-08-26T14:08:20,PR 22057,test_wallet_account_open_loading_time[wallet_load_user],test_wallet_account_first_open_cpu_wallet_load,passed,25.9875,25.9875,25.9875,1,25.9875
pr-22057-7ac633-21,7ac633,2026-08-26T14:08:20,PR 22057,test_wallet_send_first_open_loading_time[wallet_load_user],test_wallet_send_first_open_cpu_wallet_load,passed,46.190625,46.190625,46.190625,1,46.190625
pr-22057-7ac633-21,7ac633,2026-08-26T14:08:20,PR 22057,test_wallet_send_loading_time[wallet_load_user],test_wallet_send_cpu_wallet_load,passed,18.425,66.990625,30.867499999999996,5,"66.990625,19.678125,18.425,23.634375,25.609375"
pr-22057-7ac633-21,7ac633,2026-08-26T14:08:20,PR 22057,test_wallet_swap_first_open_loading_time[wallet_load_alex_user],test_wallet_swap_first_open_cpu_wallet_load_alex,passed,37.4875,37.4875,37.4875,1,37.4875
pr-22057-7ac633-21,7ac633,2026-08-26T14:08:20,PR 22057,test_wallet_swap_loading_time[wallet_load_alex_user],test_wallet_swap_cpu_wallet_load_alex,passed,20.7625,72.59062499999999,52.741249999999994,5,"72.59062499999999,72.15,70.69375,20.7625,27.509375"
pr-22057-7ac633-21,7ac633,2026-08-26T14:08:20,PR 22057,test_wallet_add_account_first_open_loading_time[wallet_load_alex_user],test_wallet_add_account_first_open_cpu_wallet_load_alex,passed,50.571875,50.571875,50.571875,1,50.571875
pr-22057-7ac633-21,7ac633,2026-08-26T14:08:20,PR 22057,test_wallet_add_account_loading_time[wallet_load_alex_user],test_wallet_add_account_cpu_wallet_load_alex,passed,25.871875,74.484375,62.540625,5,"72.46875,74.484375,72.678125,67.2,25.871875"
pr-22057-7ac633-21,7ac633,2026-08-26T14:08:20,PR 22057,test_wallet_activity_tab_first_open_loading_time[wallet_load_alex_user],test_wallet_activity_tab_first_open_cpu_wallet_load_alex,passed,61.225,61.225,61.225,1,61.225
pr-22057-7ac633-21,7ac633,2026-08-26T14:08:20,PR 22057,test_wallet_activity_tab_loading_time[wallet_load_alex_user],test_wallet_activity_tab_cpu_wallet_load_alex,passed,58.09375,81.72125,73.46841666666667,5,"81.72125,71.96249999999999,58.09375,77.62708333333333,77.9375"
pr-22057-7ac633-21,7ac633,2026-08-26T14:08:20,PR 22057,test_wallet_receive_first_open_loading_time[wallet_load_alex_user],test_wallet_receive_first_open_cpu_wallet_load_alex,passed,36.215625,36.215625,36.215625,1,36.215625
pr-22057-7ac633-21,7ac633,2026-08-26T14:08:20,PR 22057,test_wallet_receive_loading_time[wallet_load_alex_user],test_wallet_receive_cpu_wallet_load_alex,passed,30.375,74.259375,49.331875000000004,5,"74.259375,68.3125,42.834375,30.878125,30.375"
pr-22057-7ac633-21,7ac633,2026-08-26T14:08:20,PR 22057,test_wallet_assets_tab_first_open_loading_time[fresh_user],test_wallet_assets_tab_first_open_cpu_fresh,passed,4.4375,4.4375,4.4375,1,4.4375
pr-22057-7ac633-21,7ac633,2026-08-26T14:08:20,PR 22057,test_wallet_assets_tab_loading_time[fresh_user],test_wallet_assets_tab_cpu_fresh,passed,51.006249999999994,70.09375,61.21124999999999,5,"57.862500000000004,70.09375,62.871875,64.221875,51.006249999999994"
pr-22057-7ac633-21,7ac633,2026-08-26T14:08:20,PR 22057,test_wallet_collectibles_tab_first_open_loading_time[fresh_user],test_wallet_collectibles_tab_first_open_cpu_fresh,passed,12.51875,12.51875,12.51875,1,12.51875
pr-22057-7ac633-21,7ac633,2026-08-26T14:08:20,PR 22057,test_wallet_collectibles_tab_loading_time[fresh_user],test_wallet_collectibles_tab_cpu_fresh,passed,47.3625,67.19375,58.36625,5,"67.19375,65.10625,47.3625,58.4125,53.75625"
