run_id,commit_hash,date,build_label,total_tests,passed,failed,broken,skipped,unknown,pass_rate,total_duration_ms,avg_duration_ms,min_duration_ms,max_duration_ms,total_retries,flaky_tests
pr-22057-7ac633-21,7ac633,2026-08-26T14:08:20,PR 22057,32,32,0,0,0,0,100.0,266400,8325.0,944,27082,0,0
