run_id,commit_hash,date,build_label,hostname,windows_version,os_build,cpu,ram_gb
pr-22057-7ac633-21,7ac633,2026-08-26T14:08:20,PR 22057,WINDOWS-NODE-01,Windows Server 2022 Standard 21H2,20348.1487,AMD Ryzen 7 PRO 8700GE w/ Radeon 780M Graphics,63
