run_id,commit_hash,date,build_label,total_tests,passed,failed,broken,skipped,unknown,pass_rate,total_duration_ms,avg_duration_ms,min_duration_ms,max_duration_ms,total_retries,flaky_tests
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,32,32,0,0,0,0,100.0,225313,7041.03,438,29707,0,0
