run_id,commit_hash,date,build_label,hostname,windows_version,os_build,cpu,ram_gb
pr-21890-6d95be-13,6d95be,2026-08-17T10:47:31,PR 21890,WINDOWS-NODE-01,Windows Server 2022 Standard 21H2,20348.1487,AMD Ryzen 7 PRO 8700GE w/ Radeon 780M Graphics,63
pr-21890-f792d7-14,f792d7,2026-08-18T09:43:42,PR 21890,WINDOWS-NODE-01,Windows Server 2022 Standard 21H2,20348.1487,AMD Ryzen 7 PRO 8700GE w/ Radeon 780M Graphics,63
