run_id,commit_hash,date,build_label,hostname,windows_version,os_build,cpu,ram_gb
pr-21975-7ea77e-15,7ea77e,2026-08-18T13:16:25,PR 21975,WINDOWS-NODE-01,Windows Server 2022 Standard 21H2,20348.1487,AMD Ryzen 7 PRO 8700GE w/ Radeon 780M Graphics,63
pr-21975-bfdca7-19,bfdca7,2026-08-21T14:54:32,PR 21975,WINDOWS-NODE-01,Windows Server 2022 Standard 21H2,20348.1487,AMD Ryzen 7 PRO 8700GE w/ Radeon 780M Graphics,63
